STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        403;20240117;-999;-999;-999;    1;   0.8;   7;    3.217;   4;   5.1;   4.6;  985.78;   -2.3;   88.21;   -0.1;   -4.9;  -10.1;eor
        403;20240118;-999;-999;-999;    1;   0.0;   0;    2.283;   4;   4.5;   4.8;  987.67;   -2.2;   91.92;   -0.3;   -4.0;  -10.3;eor
        403;20240119;-999;-999;-999;    1;   0.0;   8;    6.900;   4;   2.3;   4.8; 1004.62;   -0.7;   82.54;    2.4;   -5.7;   -9.7;eor
        403;20240120;-999;-999;-999;    1;   0.0;   0;    4.067;   4;   3.8;   5.1; 1015.28;    0.6;   79.54;    3.6;   -3.5;   -7.1;eor
        403;20240121;-999;-999;-999;    1;   0.0;   6;    1.183;   4;   5.9;   3.7; 1014.59;   -0.4;   62.83;    3.0;   -4.9;   -7.8;eor
        403;20240122;-999;-999;-999;    1;   3.6;   6;    0.000;   4;   6.8;   7.8; 1000.50;    6.6;   79.08;   10.0;    2.3;    0.2;eor
        403;20240123;-999;-999;-999;    1;   4.8;   6;    0.700;   0;   6.0;   7.4; 1008.10;    6.0;   79.42;    8.4;    4.0;    0.8;eor
        403;20240124;-999;-999;-999;    1;   2.7;   6;    1.300;   0;   6.8;   9.2; 1000.93;    8.8;   81.21;   11.2;    4.5;    3.9;eor
        403;20240125;-999;-999;-999;    1;   0.0;   0;    0.650;   0;   6.4;   7.5; 1011.52;    7.3;   74.25;    8.6;    2.3;   -0.8;eor
        403;20240126;-999;-999;-999;    1;   3.8;   6;    0.017;   0;   6.3;   7.9; 1010.91;    4.9;   90.29;    9.3;    0.2;   -2.3;eor
        403;20240127;-999;-999;-999;    1;   0.0;   0;    2.583;   0;   4.6;   7.0; 1021.43;    4.9;   81.04;    6.9;    2.2;   -1.3;eor
        403;20240128;-999;-999;-999;    1;   0.0;   0;    8.350;   0;   1.4;   6.0; 1024.45;    2.2;   85.75;    8.4;   -1.9;   -3.8;eor
        403;20240129;-999;-999;-999;    1;   0.0;   0;    7.017;   0;   4.5;   5.4; 1019.60;    3.0;   73.79;   10.2;   -1.1;   -4.1;eor
        403;20240130;-999;-999;-999;    1;   0.0;   6;    2.017;   0;   6.0;   6.5; 1018.32;    4.7;   75.58;    8.2;    0.5;   -2.4;eor
        403;20240131;-999;-999;-999;    1;   1.4;   6;    0.217;   0;   7.3;   7.2; 1019.06;    5.8;   77.88;    8.7;    4.5;    2.2;eor
        403;20240201;-999;-999;-999;    1;   0.1;   6;    4.883;   0;   5.3;   7.2; 1013.18;    6.2;   76.46;    8.4;    4.3;    2.8;eor
        403;20240202;-999;-999;-999;    1;   0.0;   6;    0.017;   0;   7.4;   7.8; 1012.64;    6.3;   81.83;    8.5;    4.2;    2.7;eor
        403;20240203;-999;-999;-999;    1;   2.2;   6;    0.000;   0;   7.6;  10.7; 1007.82;    9.4;   90.92;   10.7;    7.6;    6.1;eor
        403;20240204;-999;-999;-999;    1;  13.0;   6;    0.183;   0;   7.0;   8.3; 1004.45;    7.3;   81.50;    8.4;    5.8;    4.1;eor
        403;20240205;-999;-999;-999;    1;   2.0;   6;    0.000;   0;   8.0;  10.4;  999.61;    9.8;   86.08;   10.4;    7.0;    6.7;eor
        403;20240206;-999;-999;-999;    1;  10.5;   6;    0.000;   0;   7.9;   9.4;  994.58;   10.2;   75.50;   11.7;    8.6;    8.0;eor
        403;20240207;-999;-999;-999;    1;   0.0;   6;    0.567;   0;   7.1;   6.8;  991.90;    4.0;   82.75;    8.9;   -1.2;   -3.0;eor
        403;20240208;-999;-999;-999;    1;   6.1;   8;    0.133;   0;   7.0;   6.2;  992.05;    0.8;   95.96;    3.9;   -2.0;   -3.3;eor
        403;20240209;-999;-999;-999;    1;   8.2;   6;    0.000;   0;   7.9;   7.9;  982.26;    3.4;  100.00;    7.2;    0.5;    0.2;eor
        403;20240210;-999;-999;-999;    1;   1.3;   6;    1.900;   0;   7.3;  11.4;  981.70;    9.3;   97.13;   14.0;    6.8;    4.5;eor
        403;20240211;-999;-999;-999;    1;   9.8;   6;    0.000;   0;   7.9;  10.5;  981.45;    7.9;   98.46;    9.2;    6.3;    6.2;eor
        403;20240212;-999;-999;-999;    1;   0.6;   6;    0.833;   0;   6.6;   9.3;  990.90;    6.9;   93.13;   10.0;    4.4;    2.3;eor
        403;20240213;-999;-999;-999;    1;   0.0;   0;    3.250;   0;   4.7;   7.4; 1006.41;    5.2;   83.83;    9.0;    1.7;   -1.8;eor
        403;20240214;-999;-999;-999;    1;   3.7;   6;    0.000;   0;   7.3;   9.0; 1007.70;    6.0;   93.88;    9.7;    1.6;   -0.6;eor
        403;20240215;-999;-999;-999;    1;   0.0;   6;    0.000;   0;   7.5;  12.4; 1007.56;   10.9;   95.04;   13.4;    8.7;    5.1;eor
        403;20240216;-999;-999;-999;    1;   2.1;   6;    2.550;   0;   6.0;  11.6; 1004.97;   11.9;   84.75;   16.3;    7.9;    5.0;eor
        403;20240217;-999;-999;-999;    1;   0.0;   0;    1.783;   0;   6.5;   9.1; 1017.10;    8.8;   79.33;   11.6;    6.2;    5.5;eor
        403;20240218;-999;-999;-999;    1;   4.9;   6;    1.400;   0;   7.0;   8.1; 1017.96;    6.8;   81.67;   10.3;    1.4;   -1.0;eor
        403;20240219;-999;-999;-999;    1;   3.6;   6;    0.433;   0;   7.7;  10.1; 1008.33;    7.8;   95.00;    9.0;    6.1;    6.0;eor
